1.129215094908068817e+00 1.121669141710603057e+00
1.528326255839639103e+00 1.525865466183228047e+00
-7.379360079739815115e-01 -7.680697308227318887e-01
-7.379359203375540632e-01 -7.680696436578443587e-01
-7.379358024088213952e-01 -7.680695263636438952e-01
-7.379356385768978122e-01 -7.680693634132408354e-01
-7.376412647074369611e-01 -7.677690691302271331e-01
-7.357402675609635567e-01 -7.658298105713668980e-01
-7.330890135370610183e-01 -7.631251964076688488e-01
-7.293913665378646272e-01 -7.593531324238387281e-01
-7.233626999653136602e-01 -7.531895392038115977e-01
-7.143339499934703296e-01 -7.439490259914065540e-01
-7.014807262215680961e-01 -7.307527580717304572e-01
-6.841014526145100527e-01 -7.128531993423664614e-01
-6.627717499783754018e-01 -6.907840123318346182e-01
-6.400312175670586079e-01 -6.671540085467075887e-01
-6.168997425025226633e-01 -6.432727952261880766e-01
-5.932442036454440570e-01 -6.189833840534352261e-01
-5.658223157730859487e-01 -5.909522394851364213e-01
-5.340622667246511801e-01 -5.585610452429137229e-01
-4.993436230872634329e-01 -5.231636693693713092e-01
-4.648593419997749665e-01 -4.879605181206642661e-01
-4.326919192453148044e-01 -4.550394366939188306e-01
-4.025129147646155925e-01 -4.240669881233916638e-01
-3.762656042743336982e-01 -3.970140755428378521e-01
-3.540115265349957352e-01 -3.739543528858387811e-01
-3.355349009094528712e-01 -3.546872762638638710e-01
-3.202503642633324765e-01 -3.386428044197136722e-01
-3.079559886149438874e-01 -3.256341435254487271e-01
-2.973920047895585728e-01 -3.143979978497190575e-01
-2.880936217849197067e-01 -3.044685340852913424e-01
-2.791116296768361704e-01 -2.948974088331472454e-01
-2.691821571333262164e-01 -2.844161073900229875e-01
-2.209484303221313228e-01 -2.357967724828532174e-01
-1.842618051648769462e-01 -1.992144197111751780e-01
-1.484116427497747526e-01 -1.634382623709857985e-01
-1.137377779781608977e-01 -1.288053414681535336e-01
-8.084988416527837118e-02 -9.592137156242855345e-02
-5.018925179474814646e-02 -6.522556860640149612e-02
-2.253330409102005660e-02 -3.750176592005088905e-02
8.320973664052317429e-04 -1.405340772453279700e-02
3.276969018320417815e-02 1.792878497351280825e-02
5.172706591552637956e-02 3.694098806561624260e-02
7.869627369666219729e-02 6.405317208664444706e-02
1.160545090370567467e-01 1.016980273022961567e-01
1.767312420327077083e-01 1.626709742935205372e-01
2.474591044531459783e-01 2.335526891158635765e-01
3.273357575642778516e-01 3.134953634937804323e-01
4.163584792874281959e-01 4.024829214317152681e-01
5.129914595603121130e-01 4.990946649896620402e-01
6.126735759116782587e-01 5.989170381183767100e-01
7.118823931367365132e-01 6.986330178626567466e-01
8.169985391458032264e-01 8.045641142081848551e-01
9.129213538550278173e-01 9.014876188565729143e-01
9.901262449556806899e-01 9.797412383655834667e-01
1.048063263192380523e+00 1.038742023563090644e+00
1.093181737682881183e+00 1.084799439543796540e+00
-7.379360870459349409e-01 -7.680698094692275379e-01
-2.584444760279248632e-01 -2.731629176299056327e-01
2.001619148935070841e-02 5.223222042586274372e-03
1.170935721511144223e+00 1.163934236846693393e+00
1.208770193264939063e+00 1.202301575792788846e+00
1.244676166996895317e+00 1.238713990086312222e+00
1.279970281752760508e+00 1.274492549652567419e+00
1.316142300041545976e+00 1.311134798142463254e+00
1.353891939911577635e+00 1.349356374422559401e+00
1.393952578584050750e+00 1.389898688169262542e+00
1.436517652458266792e+00 1.432967697492586900e+00
1.481447706574602563e+00 1.478426354361709549e+00
1.568393760098065526e+00 1.565294043497164278e+00
1.604937800811059967e+00 1.601216426719795694e+00
1.639870272977741461e+00 1.635500840326519434e+00
1.674682795702062688e+00 1.669647234434112670e+00
1.710426807309171071e+00 1.704747802081354457e+00
1.747505024229637494e+00 1.741263920346455940e+00
1.780891212623669118e+00 1.774347622393157131e+00
1.809145476124074170e+00 1.802430361334036002e+00
1.828916874176027774e+00 1.822113944627326010e+00
1.841342566430791639e+00 1.834487372148570827e+00
1.849453194831258696e+00 1.842560164863612071e+00
1.854771795790879585e+00 1.847849153762225027e+00
1.858287908391111909e+00 1.851342573614628284e+00
1.860204154701536661e+00 1.853239429809625971e+00
1.861570272788212410e+00 1.854591757276650599e+00
1.862543567006729628e+00 1.855555243177264391e+00
1.863326036550317477e+00 1.856342299616177360e+00
1.864007279969674968e+00 1.857027945270544489e+00
1.864636673309945092e+00 1.857661386746407794e+00
